ID,Titel,Fase ID,Fase Label,Oorzaak,Impact,Gevolg,Advies,Beschrijving,Minimale Extra Reistijd (min.),Maximale Extra Reistijd (min.),Station Codes,Station Namen,Starttijd,Geschatte Eindtijd,Eindtijd,Tijdstip collectie
6052803,Heerlen - Maastricht Randwyck.,4,Storing voorbij,voorwerp in bovenleiding,2,beperkingen voorbij,,Tussen Valkenburg en Maastricht Randwyck zijn de beperkingen voorbij.,,,"HRL, HRLW, KMR, MES, MT, MTN, MTR, SGL, SOG, VDL, VK","Heerlen, Heerlen Woonboulevard, Houthem-St. Gerlach, Klimmen-Ransdaal, Maastricht, Maastricht Noord, Maastricht Randwyck, Meerssen, Schin op Geul, Valkenburg, Voerendaal",2025-01-01T14:23:54+0100,2025-01-01T17:15:00+0100,2025-01-01T17:15:00+0100,2025-01-01T17:08:52
6052707,Maastricht - Heerlen - Aachen.,3,Vervangend vervoer,beperkingen materieel,2,geen Sneltreinen,er rijden snelbussen,Door beperkingen in de materieelinzet: tussen Heerlen en Maastricht rijden er geen Sneltreinen.,,,"AHBF, EGHM, HRL, HRLW, HZ, KMR, LG, MES, MT, MTN, SGL, SOG, VDL, VK","Aachen Hbf, Eygelshoven Markt, Heerlen, Heerlen Woonboulevard, Herzogenrath, Houthem-St. Gerlach, Klimmen-Ransdaal, Landgraaf, Maastricht, Maastricht Noord, Meerssen, Schin op Geul, Valkenburg, Voerendaal",2024-12-27T07:43:49+0100,2025-01-03T00:15:00+0100,2025-01-03T00:15:00+0100,2025-01-01T17:31:30
6052796,Venlo - Mönchengladbach - Düsseldorf.,2,Impact bekend,beperkingen materieel,3,geen treinen,,Door beperkingen in de materieelinzet: tussen Venlo en Mönchengladbach Hbf rijden er geen treinen.,,,"DUSSEL, KBOI, KBRY, KDUL, KN, MCGB, NEUSS, VIERS, VL","Boisheim, Breyell, Dülken, Düsseldorf Hbf, Kaldenkirchen, Mönchengladbach Hbf, Neuss Hbf, Venlo, Viersen",2025-01-01T11:08:51+0100,2025-01-01T18:00:00+0100,2025-01-01T18:00:00+0100,2025-01-01T17:31:30
6052800,Alkmaar - Den Helder.,3,Vervangend vervoer,defecte bovenleiding,3,geen treinen,er rijden stopbussen,Door een defecte bovenleiding: tussen Den Helder en Anna Paulowna rijden er geen treinen.,,,"AMR, AMRN, ANA, HDR, HDRZ, HWD, SGN","Alkmaar, Alkmaar Noord, Anna Paulowna, Den Helder, Den Helder Zuid, Heerhugowaard, Schagen",2025-01-01T14:15:00+0100,2025-01-01T19:00:00+0100,2025-01-01T19:00:00+0100,2025-01-01T17:31:30
6052707,Maastricht - Heerlen - Aachen.,3,Vervangend vervoer,beperkingen materieel,2,geen Sneltreinen,er rijden snelbussen,Door beperkingen in de materieelinzet: tussen Heerlen en Maastricht rijden er geen Sneltreinen.,,,"AHBF, EGHM, HRL, HRLW, HZ, KMR, LG, MES, MT, MTN, SGL, SOG, VDL, VK","Aachen Hbf, Eygelshoven Markt, Heerlen, Heerlen Woonboulevard, Herzogenrath, Houthem-St. Gerlach, Klimmen-Ransdaal, Landgraaf, Maastricht, Maastricht Noord, Meerssen, Schin op Geul, Valkenburg, Voerendaal",2024-12-27T07:43:49+0100,2025-01-03T00:15:00+0100,2025-01-03T00:15:00+0100,2025-01-01T17:44:46
6052796,Venlo - Mönchengladbach - Düsseldorf.,4,Storing voorbij,beperkingen materieel,3,beperkingen voorbij,,Tussen Venlo en Mönchengladbach Hbf zijn de beperkingen voorbij.,,,"DUSSEL, KBOI, KBRY, KDUL, KN, MCGB, NEUSS, VIERS, VL","Boisheim, Breyell, Dülken, Düsseldorf Hbf, Kaldenkirchen, Mönchengladbach Hbf, Neuss Hbf, Venlo, Viersen",2025-01-01T11:08:51+0100,2025-01-01T18:00:00+0100,2025-01-01T18:00:00+0100,2025-01-01T17:44:46
6052800,Alkmaar - Den Helder.,3,Vervangend vervoer,defecte bovenleiding,3,geen treinen,er rijden stopbussen,Door een defecte bovenleiding: tussen Den Helder en Anna Paulowna rijden er geen treinen.,,,"AMR, AMRN, ANA, HDR, HDRZ, HWD, SGN","Alkmaar, Alkmaar Noord, Anna Paulowna, Den Helder, Den Helder Zuid, Heerhugowaard, Schagen",2025-01-01T14:15:00+0100,2025-01-01T19:00:00+0100,2025-01-01T19:00:00+0100,2025-01-01T17:44:46
6052707,Maastricht - Heerlen - Aachen.,3,Vervangend vervoer,beperkingen materieel,2,geen Sneltreinen,er rijden snelbussen,Door beperkingen in de materieelinzet: tussen Heerlen en Maastricht rijden er geen Sneltreinen.,,,"AHBF, EGHM, HRL, HRLW, HZ, KMR, LG, MES, MT, MTN, SGL, SOG, VDL, VK","Aachen Hbf, Eygelshoven Markt, Heerlen, Heerlen Woonboulevard, Herzogenrath, Houthem-St. Gerlach, Klimmen-Ransdaal, Landgraaf, Maastricht, Maastricht Noord, Meerssen, Schin op Geul, Valkenburg, Voerendaal",2024-12-27T07:43:49+0100,2025-01-03T00:15:00+0100,2025-01-03T00:15:00+0100,2025-01-01T17:52:29
6052796,Venlo - Mönchengladbach - Düsseldorf.,4,Storing voorbij,beperkingen materieel,3,beperkingen voorbij,,Tussen Venlo en Mönchengladbach Hbf zijn de beperkingen voorbij.,,,"DUSSEL, KBOI, KBRY, KDUL, KN, MCGB, NEUSS, VIERS, VL","Boisheim, Breyell, Dülken, Düsseldorf Hbf, Kaldenkirchen, Mönchengladbach Hbf, Neuss Hbf, Venlo, Viersen",2025-01-01T11:08:51+0100,2025-01-01T18:00:00+0100,2025-01-01T18:00:00+0100,2025-01-01T17:52:29
6052800,Alkmaar - Den Helder.,3,Vervangend vervoer,defecte bovenleiding,3,geen treinen,er rijden stopbussen,Door een defecte bovenleiding: tussen Den Helder en Anna Paulowna rijden er geen treinen.,,,"AMR, AMRN, ANA, HDR, HDRZ, HWD, SGN","Alkmaar, Alkmaar Noord, Anna Paulowna, Den Helder, Den Helder Zuid, Heerhugowaard, Schagen",2025-01-01T14:15:00+0100,2025-01-01T19:00:00+0100,2025-01-01T19:00:00+0100,2025-01-01T17:52:29
